Location
"     LAT:38.707875,LON:-121.314422    "
"     LAT:40.563309,LON:-122.339977    "
"     LAT:34.023432,LON:-118.269354    "
"     LAT:34.266846,LON:-118.42081    "
"     LAT:34.579135,LON:-118.10713    "
"     LAT:34.121552,LON:-117.276805    "
"     LAT:36.792944,LON:-119.825234    "
"     LAT:33.710175,LON:-116.239993    "
"     LAT:37.341889,LON:-121.842176    "
"     LAT:37.682657,LON:-122.488506    "
"     LAT:37.773117,LON:-122.21476    "
"     LAT:32.676117,LON:-117.094584    "
"     LAT:38.40636,LON:-122.712841    "
"     LAT:34.025659,LON:-117.691185    "
"     LAT:33.89175,LON:-118.297392    "
"     LAT:33.940219,LON:-117.964133    "
"     LAT:34.077908,LON:-118.114777    "
"     LAT:34.174768,LON:-119.176498    "
"     LAT:34.088503,LON:-117.958048    "
"     LAT:35.120707,LON:-120.613532    "
"     LAT:37.938174,LON:-121.291586    "
"     LAT:36.340741,LON:-119.27826    "
"     LAT:33.971788,LON:-118.188799    "
"     LAT:35.35852,LON:-119.018166    "
"     LAT:40.45056,LON:-122.292164    "
"     LAT:37.953556,LON:-122.04218    "
"     LAT:38.909811,LON:-121.076381    "
"     LAT:36.932892,LON:-121.770176    "
"     LAT:33.127036,LON:-117.096895    "
"     LAT:37.696298,LON:-122.082419    "
"     LAT:37.608189,LON:-120.972605    "
"     LAT:38.358161,LON:-121.980782    "
"     LAT:33.760606,LON:-117.921342    "
"     LAT:38.612432,LON:-121.448537    "
"     LAT:39.169332,LON:-123.210002    "
"     LAT:34.515056,LON:-117.313534    "
"     LAT:33.870716,LON:-117.233388    "
"     LAT:37.916986,LON:-121.267273    "
"     LAT:33.92023528,LON:-118.31870789    "
"     LAT:37.5237689,LON:-122.05639165    "
"     LAT:37.784582,LON:-121.980625    "
"     LAT:35.385518,LON:-119.002482    "
"     LAT:39.933906,LON:-120.907513    "
"     LAT:33.918263,LON:-117.488164    "
"     LAT:36.326854,LON:-119.273202    "
"     LAT:37.38961607,LON:-121.9214881    "
"     LAT:33.81181088,LON:-118.33166463    "
"     LAT:33.91877186,LON:-117.91872761    "
"     LAT:33.639874,LON:-117.601069    "
"     LAT:35.61679,LON:-118.477971    "
"     LAT:36.210948,LON:-119.348748    "
"     LAT:34.043341,LON:-118.37878    "
"     LAT:37.994885,LON:-122.101358    "
"     LAT:36.091058,LON:-119.572489    "
"     LAT:34.187183,LON:-118.556274    "
"     LAT:34.596271,LON:-118.147149    "
"     LAT:35.14415,LON:-119.463463    "
"     LAT:36.922855,LON:-119.871563    "
"     LAT:34.028986,LON:-117.609332    "
"     LAT:36.784296,LON:-119.790861    "
"     LAT:37.663191,LON:-120.993235    "
"     LAT:34.863656,LON:-118.177086    "
"     LAT:33.591215,LON:-117.121403    "
"     LAT:39.112501,LON:-121.645816    "
"     LAT:33.519397,LON:-117.16643311    "
"     LAT:36.32974627,LON:-119.67625336    "
"     LAT:32.838118,LON:-116.978778    "
"     LAT:34.41917561,LON:-118.49572371    "
"     LAT:37.306006,LON:-120.493858    "
"     LAT:34.0017709,LON:-117.71577177    "
"     LAT:38.000949,LON:-121.290809    "
"     LAT:36.80912936,LON:-119.72474676    "
"     LAT:35.368901,LON:-120.844197    "
"     LAT:32.884452,LON:-117.15302    "
"     LAT:33.925989,LON:-116.908857    "
"     LAT:37.638599,LON:-120.934114    "
"     LAT:37.98011971,LON:-122.06764738    "
"     LAT:34.036106,LON:-117.69032    "
"     LAT:34.17579,LON:-118.84686    "
"     LAT:37.610775,LON:-122.06862    "
"     LAT:34.001934,LON:-118.40435    "
"     LAT:34.093464,LON:-117.693195    "
"     LAT:35.32403,LON:-119.0539    "
"     LAT:38.13390868,LON:-122.21586501    "
"     LAT:34.019491,LON:-118.33591    "
"     LAT:40.411583,LON:-120.636344    "
"     LAT:34.10655972,LON:-117.64732981    "
"     LAT:34.105532,LON:-117.361177    "
"     LAT:33.741369,LON:-117.990115    "
"     LAT:33.99101481,LON:-117.91710496    "
"     LAT:34.17394,LON:-118.315122    "
"     LAT:33.633755,LON:-117.71232    "
"     LAT:33.52986161,LON:-117.15506056    "
"     LAT:34.18514826,LON:-118.62406305    "
"     LAT:32.800648,LON:-115.570678    "
"     LAT:34.42361885,LON:-117.32129179    "
"     LAT:33.81997746,LON:-116.45952436    "
"     LAT:32.63224,LON:-117.09053    "
"     LAT:34.181065,LON:-118.4657    "
"     LAT:38.60115,LON:-121.27974    "
"     LAT:34.18076261,LON:-118.38461685    "
"     LAT:34.06334,LON:-117.245261    "
"     LAT:34.03890553,LON:-118.28269277    "
"     LAT:34.029778,LON:-117.91257    "
"     LAT:34.686535,LON:-118.166664    "
"     LAT:38.36611,LON:-122.714874    "
"     LAT:33.70797,LON:-116.2479    "
"     LAT:34.10717,LON:-117.60287    "
"     LAT:33.918045,LON:-117.94714    "
"     LAT:34.140756,LON:-118.003512    "
"     LAT:32.6364,LON:-117.01967    "
"     LAT:39.746082,LON:-121.84193    "
"     LAT:32.669186,LON:-115.49806    "
"     LAT:34.063563,LON:-118.01932    "
"     LAT:34.069084,LON:-117.43958    "
"     LAT:34.579561,LON:-118.074779    "
